INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162080836,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,NA,FALSE,2016-10-03T08:22:00Z,2016,10,Monday,8,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I172007992,2629,Harassment,HARASSMENT,C11,334,FALSE,2017-01-27T12:00:00Z,2017,1,Friday,12,Part Two,TRENT ST,42.30918419,-71.06553969,"(42.30918419, -71.06553969)"
I182057238,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E18,478,FALSE,2018-07-20T15:38:00Z,2018,7,Friday,15,Part Three,WOOD AVE,42.27298632,-71.10994946,"(42.27298632, -71.10994946)"
I152101162,613,Larceny,LARCENY SHOPLIFTING,E13,509,FALSE,2015-12-07T18:12:00Z,2015,12,Monday,18,Part One,HYDE PARK AVE,42.29970367,-71.11370354,"(42.29970367, -71.11370354)"
I162003195,3115,Investigate Person,INVESTIGATE PERSON,A7,28,FALSE,2016-01-12T14:03:00Z,2016,1,Tuesday,14,Part Three,GOVE ST,42.3721588,-71.03852378,"(42.37215880, -71.03852378)"
I172058182,617,Larceny,LARCENY THEFT FROM BUILDING,A1,98,FALSE,2017-07-18T12:54:00Z,2017,7,Tuesday,12,Part One,WASHINGTON ST,42.35759727,-71.05816861,"(42.35759727, -71.05816861)"
I182033933,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,798,FALSE,2018-05-05T10:15:00Z,2018,5,Saturday,10,Part Three,COMMONWEALTH AVE,42.35216435,-71.12378708,"(42.35216435, -71.12378708)"
I172022028,3301,Verbal Disputes,VERBAL DISPUTE,B2,901,FALSE,2017-03-21T10:11:00Z,2017,3,Tuesday,10,Part Three,MCGREEVEY WAY,42.33528037,-71.0987126,"(42.33528037, -71.09871260)"
I162092294,2204,Liquor Violation,LIQUOR LAW VIOLATION,A1,117,FALSE,2016-11-11T00:57:00Z,2016,11,Friday,0,Part Two,TREMONT ST,42.35140041,-71.06480285,"(42.35140041, -71.06480285)"
I162047826,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,553,FALSE,2016-04-14T15:30:00Z,2016,4,Thursday,15,Part Two,BEECH ST,42.27322419,-71.12908706,"(42.27322419, -71.12908706)"
I162077440,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,166,FALSE,2016-09-22T00:19:00Z,2016,9,Thursday,0,Part Three,MONSIGNOR REYNOLDS WAY,42.34048702,-71.06971633,"(42.34048702, -71.06971633)"
I182018011,801,Simple Assault,ASSAULT - SIMPLE,E13,639,FALSE,2018-03-09T12:59:00Z,2018,3,Friday,12,Part Two,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I152079945,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,318,FALSE,2015-09-25T14:39:00Z,2015,9,Friday,14,Part Three,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I172052916,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,E18,825,FALSE,2017-06-29T15:04:00Z,2017,6,Thursday,15,Part Three,WASHINGTON ST,42.2738622,-71.14236256,"(42.27386220, -71.14236256)"
I182079623,617,Larceny,LARCENY THEFT FROM BUILDING,D14,806,FALSE,2018-10-01T10:26:00Z,2018,10,Monday,10,Part One,SOLDIERS FIELD RD,42.36311276,-71.14222384,"(42.36311276, -71.14222384)"
I182036994,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,FALSE,2018-05-15T18:46:00Z,2018,5,Tuesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152062452,1504,Other,WEAPON - OTHER - OTHER VIOLATION,B3,458,FALSE,2015-07-28T19:17:00Z,2015,7,Tuesday,19,Part Two,OLD RD,42.30226502,-71.08494674,"(42.30226502, -71.08494674)"
I162064370,724,Auto Theft,AUTO THEFT,B2,NA,FALSE,2016-08-10T20:27:00Z,2016,8,Wednesday,20,Part One,MAYWOOD ST,NA,NA,"(0.00000000, 0.00000000)"
I162020054,613,Larceny,LARCENY SHOPLIFTING,A7,14,FALSE,2016-03-14T19:56:00Z,2016,3,Monday,19,Part One,BYRON ST,42.38370866,-71.01645416,"(42.38370866, -71.01645416)"
I162087428,3410,Towed,TOWED MOTOR VEHICLE,A7,34,FALSE,2016-10-25T10:58:00Z,2016,10,Tuesday,10,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I182014424,617,Larceny,LARCENY THEFT FROM BUILDING,A1,112,FALSE,2018-02-23T14:00:00Z,2018,2,Friday,14,Part One,WASHINGTON ST,42.35358129,-71.06236665,"(42.35358129, -71.06236665)"
I162006419,3201,Property Lost,PROPERTY - LOST,A1,118,FALSE,2016-01-22T22:00:00Z,2016,1,Friday,22,Part Three,BOYLSTON ST,42.35249459,-71.06642488,"(42.35249459, -71.06642488)"
I182028225,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,822,FALSE,2018-04-15T16:00:00Z,2018,4,Sunday,16,Part Three,GEORGETOWNE DR,42.25563199,-71.14339195,"(42.25563199, -71.14339195)"
I162085094,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,220,FALSE,2016-10-12T16:00:00Z,2016,10,Wednesday,16,Part One,TELEGRAPH ST,42.33294507,-71.04863673,"(42.33294507, -71.04863673)"
I182015548,3410,Towed,TOWED MOTOR VEHICLE,A15,53,FALSE,2018-02-28T07:18:00Z,2018,2,Wednesday,7,Part Three,MAIN ST,42.37961283,-71.06930214,"(42.37961283, -71.06930214)"
I182021944,2647,Other,THREATS TO DO BODILY HARM,B3,428,FALSE,2018-03-24T00:00:00Z,2018,3,Saturday,0,Part Two,SUTTON ST,42.28197224,-71.08912459,"(42.28197224, -71.08912459)"
I182031733,2647,Other,THREATS TO DO BODILY HARM,C6,178,FALSE,2018-04-28T06:00:00Z,2018,4,Saturday,6,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I152061692,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,465,FALSE,2015-07-25T21:05:00Z,2015,7,Saturday,21,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162072539,1402,Vandalism,VANDALISM,A7,26,FALSE,2016-09-06T08:12:00Z,2016,9,Tuesday,8,Part Two,MAVERICK ST,42.37059085,-71.03994314,"(42.37059085, -71.03994314)"
I182020243,3501,Missing Person Reported,MISSING PERSON,C11,358,FALSE,2018-03-17T19:30:00Z,2018,3,Saturday,19,Part Three,CLAYBOURNE ST,42.29653192,-71.07125916,"(42.29653192, -71.07125916)"
I172051939,2629,Harassment,HARASSMENT,D14,794,FALSE,2017-06-28T10:20:00Z,2017,6,Wednesday,10,Part Two,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)"
I172066991,3410,Towed,TOWED MOTOR VEHICLE,E5,679,FALSE,2017-08-14T23:15:00Z,2017,8,Monday,23,Part Three,BIRCH ST,42.28588503,-71.13117001,"(42.28588503, -71.13117001)"
I162093158,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,C11,186,FALSE,2016-11-14T11:24:00Z,2016,11,Monday,11,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I172056072,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,184,FALSE,2017-07-10T23:00:00Z,2017,7,Monday,23,Part Three,BELDEN ST,42.32005616,-71.06587012,"(42.32005616, -71.06587012)"
I172033901,613,Larceny,LARCENY SHOPLIFTING,C11,370,FALSE,2017-05-01T00:46:00Z,2017,5,Monday,0,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)"
I162014268,724,Auto Theft,AUTO THEFT,C11,396,FALSE,2016-02-23T00:00:00Z,2016,2,Tuesday,0,Part One,DORCHESTER AVE,42.29025219,-71.06304942,"(42.29025219, -71.06304942)"
I182031314,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,365,FALSE,2018-04-22T14:00:00Z,2018,4,Sunday,14,Other,GLENROSE RD,42.29180977,-71.05944256,"(42.29180977, -71.05944256)"
I162064646,1402,Vandalism,VANDALISM,D4,905,FALSE,2016-08-11T15:00:00Z,2016,8,Thursday,15,Part Two,MONSIGNOR REYNOLDS WAY,42.34055884,-71.07022771,"(42.34055884, -71.07022771)"
I152064884,2647,Other,THREATS TO DO BODILY HARM,D4,172,FALSE,2015-08-06T06:30:00Z,2015,8,Thursday,6,Part Two,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
I182071310,3115,Investigate Person,INVESTIGATE PERSON,E18,532,FALSE,2018-09-04T22:39:00Z,2018,9,Tuesday,22,Part Three,RIVER ST,42.2445177,-71.13722687,"(42.24451770, -71.13722687)"
I182039545,3201,Property Lost,PROPERTY - LOST,E18,543,FALSE,2018-05-23T19:14:00Z,2018,5,Wednesday,19,Part Three,AVILA RD,42.25614494,-71.12802506,"(42.25614494, -71.12802506)"
I172090990,1107,Fraud,FRAUD - IMPERSONATION,E13,657,FALSE,2017-09-13T00:00:00Z,2017,9,Wednesday,0,Part Two,WHITCOMB AVE,42.30321549,-71.12931387,"(42.30321549, -71.12931387)"
I172047435,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,NA,FALSE,2017-06-14T10:52:00Z,2017,6,Wednesday,10,Part Three,BROOKLINE AVE,NA,NA,"(0.00000000, 0.00000000)"
I162087456,3115,Investigate Person,INVESTIGATE PERSON,E13,570,FALSE,2016-10-25T12:51:00Z,2016,10,Tuesday,12,Part Three,ROCKVALE CIR,42.30734156,-71.1054409,"(42.30734156, -71.10544090)"
I162009752,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,A15,56,FALSE,2016-02-05T13:04:00Z,2016,2,Friday,13,Part Three,CONCORD ST,42.37790964,-71.06082439,"(42.37790964, -71.06082439)"
I152079355,617,Larceny,LARCENY THEFT FROM BUILDING,B2,291,FALSE,2015-09-23T19:44:00Z,2015,9,Wednesday,19,Part One,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I162019155,619,Larceny,LARCENY ALL OTHERS,D4,144,FALSE,2016-03-11T15:00:00Z,2016,3,Friday,15,Part One,CLEARWAY ST,42.34522836,-71.08537838,"(42.34522836, -71.08537838)"
I172032518,2610,Other,TRESPASSING,B3,469,FALSE,2017-04-26T15:58:00Z,2017,4,Wednesday,15,Part Two,MATTAPAN ST,42.27732507,-71.09483139,"(42.27732507, -71.09483139)"
I172053057,3115,Investigate Person,INVESTIGATE PERSON,D14,807,FALSE,2017-07-01T15:55:00Z,2017,7,Saturday,15,Part Three,SOLDIERS FIELD RD,42.36428664,-71.13675636,"(42.36428664, -71.13675636)"
I172075279,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,120,FALSE,2017-09-10T23:40:00Z,2017,9,Sunday,23,Part Three,CHARLES ST,42.35427162,-71.06838613,"(42.35427162, -71.06838613)"
I172076783,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,265,FALSE,2017-09-15T16:04:00Z,2017,9,Friday,16,Part One,PERRIN ST,42.32274491,-71.07799077,"(42.32274491, -71.07799077)"
I172102964,617,Larceny,LARCENY THEFT FROM BUILDING,B2,327,FALSE,2017-12-12T18:30:00Z,2017,12,Tuesday,18,Part One,WOODLEDGE ST,42.31465095,-71.07448006,"(42.31465095, -71.07448006)"
I152056007,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1,97,FALSE,2015-07-07T13:01:00Z,2015,7,Tuesday,13,Part Three,WASHINGTON ST,42.35783831,-71.05795495,"(42.35783831, -71.05795495)"
I162018087,1001,Counterfeiting,FORGERY / COUNTERFEITING,C11,403,FALSE,2016-03-07T20:58:00Z,2016,3,Monday,20,Part Two,WASHINGTON ST,42.27913786,-71.06970635,"(42.27913786, -71.06970635)"
I182062531,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,423,FALSE,2018-08-07T08:11:00Z,2018,8,Tuesday,8,Part Three,RIDGEVIEW AVE,42.27373497,-71.08468924,"(42.27373497, -71.08468924)"
I172097801,3625,Other,DANGEROUS OR HAZARDOUS CONDITION,A1,119,FALSE,2017-11-24T12:23:00Z,2017,11,Friday,12,Part Three,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I162105477,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,NA,FALSE,2016-12-28T08:34:00Z,2016,12,Wednesday,8,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I162029250,2604,Other,EXTORTION OR BLACKMAIL,A1,77,FALSE,2016-04-15T14:50:00Z,2016,4,Friday,14,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I152074319,3201,Property Lost,PROPERTY - LOST,B2,287,FALSE,2015-09-07T13:38:00Z,2015,9,Monday,13,Part Three,SHAWMUT AVE,42.33103377,-71.08485404,"(42.33103377, -71.08485404)"
I182030093,619,Larceny,LARCENY ALL OTHERS,C6,175,FALSE,2018-04-22T13:27:00Z,2018,4,Sunday,13,Part One,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I172098789,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",C11,823,FALSE,2017-11-28T11:09:00Z,2017,11,Tuesday,11,Part Two,PLEASANT ST,42.31277689,-71.05889388,"(42.31277689, -71.05889388)"
I162072848,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,134,FALSE,2016-09-07T09:30:00Z,2016,9,Wednesday,9,Part Three,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I162067705,1402,Vandalism,VANDALISM,D14,760,FALSE,2016-08-20T00:00:00Z,2016,8,Saturday,0,Part Two,TURNER ST,42.3516395,-71.16203434,"(42.35163950, -71.16203434)"
I152093255,3115,Investigate Person,INVESTIGATE PERSON,A15,900,FALSE,2015-11-09T20:56:00Z,2015,11,Monday,20,Part Three,WALFORD WAY,42.37850943,-71.0581776,"(42.37850943, -71.05817760)"
I182010668,3114,Investigate Property,INVESTIGATE PROPERTY,E18,520,FALSE,2018-02-09T18:01:00Z,2018,2,Friday,18,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I162011554,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC.",A7,28,FALSE,2016-02-12T16:55:00Z,2016,2,Friday,16,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I182000010,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,B3,NA,FALSE,2018-01-01T00:15:00Z,2018,1,Monday,0,Part Three,CUMMINS HWY,NA,NA,"(0.00000000, 0.00000000)"
I172080512,3125,Warrant Arrests,WARRANT ARREST,D4,271,FALSE,2017-09-27T01:35:00Z,2017,9,Wednesday,1,Part Three,E LENOX ST,42.33437384,-71.07793188,"(42.33437384, -71.07793188)"
I172075690,617,Larceny,LARCENY THEFT FROM BUILDING,A1,102,FALSE,2017-09-12T09:47:00Z,2017,9,Tuesday,9,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I172000976,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,494,FALSE,2017-01-04T17:08:00Z,2017,1,Wednesday,17,Part Three,ARLINGTON ST,42.26046811,-71.11708635,"(42.26046811, -71.11708635)"
I172035452,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,597,FALSE,2017-05-05T19:42:00Z,2017,5,Friday,19,Part Two,COLUMBUS AVE,42.33961848,-71.0828558,"(42.33961848, -71.08285580)"
I152081706,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,822,FALSE,2015-10-01T18:33:00Z,2015,10,Thursday,18,Part Three,EDGEMERE RD,42.25867638,-71.15116479,"(42.25867638, -71.15116479)"
I152069511,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,85,FALSE,2015-08-22T01:56:00Z,2015,8,Saturday,1,Part Two,SALEM ST,42.36511985,-71.05547692,"(42.36511985, -71.05547692)"
I182001845,619,Larceny,LARCENY ALL OTHERS,A1,113,FALSE,2017-12-29T18:30:00Z,2017,12,Friday,18,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I172040523,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,C6,196,FALSE,2017-05-22T21:38:00Z,2017,5,Monday,21,Part Two,OLD COLONY AVE,42.33581104,-71.05575441,"(42.33581104, -71.05575441)"
I162102577,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,101,FALSE,2016-12-16T23:46:00Z,2016,12,Friday,23,Part One,COMMERCIAL ST,42.35932308,-71.05356026,"(42.35932308, -71.05356026)"
I162095476,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,120,FALSE,2016-11-21T19:45:00Z,2016,11,Monday,19,Part One,BOYLSTON ST,42.3520464,-71.06992523,"(42.35204640, -71.06992523)"
I162059008,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,C11,335,FALSE,2016-07-24T10:21:00Z,2016,7,Sunday,10,Part Two,CLARKSON ST,42.30829668,-71.06747771,"(42.30829668, -71.06747771)"
I182047261,2657,Other,VIOLATION - CITY ORDINANCE,B3,463,FALSE,2018-06-17T19:40:00Z,2018,6,Sunday,19,Part Two,AMERICAN LEGION HWY,42.29738524,-71.09005716,"(42.29738524, -71.09005716)"
I172002184,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,E5,822,FALSE,2017-01-09T08:19:00Z,2017,1,Monday,8,Part Three,EDGEMERE RD,42.26098732,-71.15403275,"(42.26098732, -71.15403275)"
I162044397,3125,Warrant Arrests,WARRANT ARREST,C11,366,FALSE,2016-06-06T01:42:00Z,2016,6,Monday,1,Part Three,SHEPTON ST,42.28947344,-71.06267856,"(42.28947344, -71.06267856)"
I152064495,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,340,FALSE,2015-08-04T21:00:00Z,2015,8,Tuesday,21,Part Two,DRAPER ST,42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
I182021976,3125,Warrant Arrests,WARRANT ARREST,E13,307,FALSE,2018-03-24T11:36:00Z,2018,3,Saturday,11,Part Three,WASHINGTON ST,42.31584636,-71.09824825,"(42.31584636, -71.09824825)"
I172020430,3125,Warrant Arrests,WARRANT ARREST,A1,115,FALSE,2017-03-15T22:07:00Z,2017,3,Wednesday,22,Part Three,SOUTH ST,42.35110203,-71.05735186,"(42.35110203, -71.05735186)"
I152057864,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,179,FALSE,2015-07-09T08:12:00Z,2015,7,Thursday,8,Part One,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.33331285, -71.07322932)"
I172099758,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,C11,243,FALSE,2017-12-01T11:48:00Z,2017,12,Friday,11,Part Three,PLEASANT ST,42.31582484,-71.05967845,"(42.31582484, -71.05967845)"
I162032248,801,Simple Assault,ASSAULT - SIMPLE,D14,811,FALSE,2016-04-25T23:16:00Z,2016,4,Monday,23,Part Two,EVERETT SQ,42.36245678,-71.13359907,"(42.36245678, -71.13359907)"
I162087242,3114,Investigate Property,INVESTIGATE PROPERTY,A7,20,FALSE,2016-10-24T09:00:00Z,2016,10,Monday,9,Part Three,CHELSEA ST,42.37757302,-71.02985538,"(42.37757302, -71.02985538)"
I162005150,617,Larceny,LARCENY THEFT FROM BUILDING,D4,151,FALSE,2016-01-19T19:00:00Z,2016,1,Tuesday,19,Part One,CLARENDON ST,42.34547581,-71.07263936,"(42.34547581, -71.07263936)"
I182074188,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,904,FALSE,2018-09-14T14:03:00Z,2018,9,Friday,14,Part Two,HARRISON AVE,42.33024908,-71.08189495,"(42.33024908, -71.08189495)"
I152063758,619,Larceny,LARCENY ALL OTHERS,C11,332,FALSE,2015-08-01T09:00:00Z,2015,8,Saturday,9,Part One,BELLEVUE ST,42.31212341,-71.06820729,"(42.31212341, -71.06820729)"
I162068732,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,402,FALSE,2016-08-23T05:30:00Z,2016,8,Tuesday,5,Part One,ASHMONT ST,42.28519774,-71.0677511,"(42.28519774, -71.06775110)"
I172059103,1846,Drug Violation,DRUGS - POSS CLASS E,D4,171,FALSE,2017-07-21T10:10:00Z,2017,7,Friday,10,Part Two,HARRISON AVE,42.33581733,-71.07404383,"(42.33581733, -71.07404383)"
I152091316,3410,Towed,TOWED MOTOR VEHICLE,D14,816,FALSE,2015-11-03T15:30:00Z,2015,11,Tuesday,15,Part Three,HOOKER ST,42.35867769,-71.1275995,"(42.35867769, -71.12759950)"
I172035069,2610,Other,TRESPASSING,C11,254,FALSE,2017-05-04T17:32:00Z,2017,5,Thursday,17,Part Two,FREEPORT ST,42.30468252,-71.05627865,"(42.30468252, -71.05627865)"
I182070416,3115,Investigate Person,INVESTIGATE PERSON,C11,242,FALSE,2018-09-01T23:07:00Z,2018,9,Saturday,23,Part Three,BAKERSFIELD ST,42.31674327,-71.06104741,"(42.31674327, -71.06104741)"
I162002283,3115,Investigate Person,INVESTIGATE PERSON,C6,187,FALSE,2016-01-09T01:36:00Z,2016,1,Saturday,1,Part Three,WASHBURN ST,42.32560048,-71.05761264,"(42.32560048, -71.05761264)"
I162058138,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A15,55,FALSE,2016-07-21T14:17:00Z,2016,7,Thursday,14,Part Three,BARTLETT ST,42.37799844,-71.06335239,"(42.37799844, -71.06335239)"
I182060534,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,94,FALSE,2018-07-29T00:30:00Z,2018,7,Sunday,0,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I172073330,3125,Warrant Arrests,WARRANT ARREST,B2,309,FALSE,2017-09-04T00:00:00Z,2017,9,Monday,0,Part Three,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I172051672,616,Larceny,LARCENY THEFT OF BICYCLE,D4,NA,FALSE,2017-06-26T09:00:00Z,2017,6,Monday,9,Part One,NA,42.34787894,-71.08559518,"(42.34787894, -71.08559518)"
I182028659,3620,Other,REPORT AFFECTING OTHER DEPTS.,B3,74,FALSE,2018-04-17T13:55:00Z,2018,4,Tuesday,13,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)"
I152090385,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,A7,25,FALSE,2015-10-31T19:59:00Z,2015,10,Saturday,19,Part Three,MERIDIAN ST,42.38289141,-71.03930932,"(42.38289141, -71.03930932)"
I162073323,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,NA,FALSE,2016-09-08T20:38:00Z,2016,9,Thursday,20,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I172075550,3301,Verbal Disputes,VERBAL DISPUTE,E13,NA,FALSE,2017-09-11T19:25:00Z,2017,9,Monday,19,Part Three,CLEAVES ST,NA,NA,"(0.00000000, 0.00000000)"
I152075927,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,773,FALSE,2015-09-12T20:12:00Z,2015,9,Saturday,20,Part One,COMMONWEALTH AVE,42.33991974,-71.1587571,"(42.33991974, -71.15875710)"
I162067667,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,C11,455,FALSE,2016-08-21T02:23:00Z,2016,8,Sunday,2,Part Three,WASHINGTON ST,42.30144714,-71.07681348,"(42.30144714, -71.07681348)"
I182073783,3114,Investigate Property,INVESTIGATE PROPERTY,B3,428,FALSE,2018-09-13T08:55:00Z,2018,9,Thursday,8,Part Three,MORTON ST,42.28127425,-71.08654557,"(42.28127425, -71.08654557)"
I162070109,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,84,FALSE,2016-08-23T18:00:00Z,2016,8,Tuesday,18,Part Two,SALEM ST,42.36339791,-71.05600208,"(42.36339791, -71.05600208)"
I172026401,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A1,92,FALSE,2017-03-02T14:00:00Z,2017,3,Thursday,14,Part Two,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I162010442,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,B2,329,FALSE,2016-02-08T10:08:00Z,2016,2,Monday,10,Part Three,NORMANDY ST,42.30925735,-71.08026718,"(42.30925735, -71.08026718)"
I152094349,2647,Other,THREATS TO DO BODILY HARM,D4,172,FALSE,2015-11-13T16:36:00Z,2015,11,Friday,16,Part Two,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
I162085558,3410,Towed,TOWED MOTOR VEHICLE,A15,47,FALSE,2016-10-19T07:07:00Z,2016,10,Wednesday,7,Part Three,BUNKER HILL ST,42.38315134,-71.07108975,"(42.38315134, -71.07108975)"
I162032566,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,C6,914,FALSE,2016-04-27T06:11:00Z,2016,4,Wednesday,6,Part Two,GENERAL LAWRENCE J LOGAN,42.32779674,-71.05435602,"(42.32779674, -71.05435602)"
I152100912,1402,Vandalism,VANDALISM,A1,125,FALSE,2015-12-06T23:51:00Z,2015,12,Sunday,23,Part Two,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)"
I152063439,3114,Investigate Property,INVESTIGATE PROPERTY,E13,307,FALSE,2015-08-01T03:00:00Z,2015,8,Saturday,3,Part Three,WALNUT PARK,42.31591905,-71.09691295,"(42.31591905, -71.09691295)"
I182069652,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,579,FALSE,2018-08-30T13:11:00Z,2018,8,Thursday,13,Part Two,CENTRE ST,42.32281495,-71.10057355,"(42.32281495, -71.10057355)"
I182076993,3115,Investigate Person,INVESTIGATE PERSON,D4,134,FALSE,2018-09-23T12:14:00Z,2018,9,Sunday,12,Part Three,BOYLSTON ST,42.35157076,-71.07186599,"(42.35157076, -71.07186599)"
I182012808,3114,Investigate Property,INVESTIGATE PROPERTY,E18,498,FALSE,2018-02-17T21:33:00Z,2018,2,Saturday,21,Part Three,HYDE PARK AVE,42.27089651,-71.12031431,"(42.27089651, -71.12031431)"
I182036592,3201,Property Lost,PROPERTY - LOST,D4,137,FALSE,2018-04-28T00:00:00Z,2018,4,Saturday,0,Part Three,NEWBURY ST,42.3494205,-71.083158,"(42.34942050, -71.08315800)"
